"","ID","Flushing_index","percCI_2.5","percCI_97.5"
"52","FRCH_storm10b_08_02_SPC_FI",-0.7089,-0.7114,-0.7074
"53","FRCH_storm11_08_05_SPC_FI",-0.3099,-0.3106,-0.3092
"54","FRCH_storm12a_08_12_SPC_FI",-0.7652,-0.7665,-0.7638
"55","FRCH_storm12b_08_14_SPC_FI",0.8824,0.8556,0.9091
"56","FRCH_storm12c_08_15_SPC_FI",-0.9357,-0.9384,-0.9344
"57","FRCH_storm12d_08_21_SPC_FI",0.3636,0.3273,0.3879
"58","FRCH_storm12e_08_23_SPC_FI",0.0695,0.0374,0.0909
"59","FRCH_storm13_09_20_SPC_FI",NA,NA,NA
"60","FRCH_storm14_10_01_NO3_FI",-0.2485,-0.2534,-0.243
"61","FRCH_storm1_05_31_turb_FI",0.3498,0.3261,0.4078
"62","FRCH_storm2_06_15_turb_FI",0.505,0.4904,0.5196
"63","FRCH_storm3_06_18_turb_FI",0,0,0
"64","FRCH_storm4_06_20_turb_FI",0.0049,0.0044,0.0062
"65","FRCH_storm5_06_22_turb_FI",0.1254,0.0542,0.1968
"66","FRCH_storm6_07_12_turb_FI",NA,NA,NA
"67","FRCH_storm7_07_25_turb_FI",-0.025,-0.0448,-0.0066
"68","FRCH_storm8_07_28_turb_FI",NA,NA,NA
"69","FRCH_storm9a_07_29_turb_FI",0.2934,0.2888,0.2971
"70","FRCH_storm9b_07_30_turb_FI",-0.0372,-0.0624,-0.0184
"71","FRCH_storm10a_08_01_turb_FI",0.1172,0.1091,0.1238
"72","FRCH_storm10b_08_02_turb_FI",0.4789,0.4389,0.5095
"73","FRCH_storm11_08_05_turb_FI",0.0785,0.0723,0.0884
"74","FRCH_storm12a_08_12_turb_FI",0.2081,0.1951,0.2214
"75","FRCH_storm12b_08_14_turb_FI",-0.0129,-0.0482,0.0303
"76","FRCH_storm12c_08_15_turb_FI",-0.0078,-0.011,-0.005
"77","FRCH_storm12d_08_21_turb_FI",0.0203,0.0143,0.0262
"78","FRCH_storm12e_08_23_turb_FI",0.0228,-0.0087,0.0833
"79","FRCH_storm13_09_20_turb_FI",NA,NA,NA
"80","FRCH_storm14_10_01_NO3_FI",-0.2485,-0.2534,-0.243
"81","MOOS_storm1_06_01_NO3_FI",-0.1105,-0.1106,-0.1103
"82","MOOS_storm3_07_12_NO3_FI",0.0967,0.0856,0.1099
"83","MOOS_storm4_07_25_NO3_FI",NA,NA,NA
"84","MOOS_storm5_07_29_NO3_FI",-0.2971,-0.3293,-0.251
"85","MOOS_storm6a_08_01_NO3_FI",-0.1256,-0.1782,-0.0782
"86","MOOS_storm6b_08_02_NO3_FI",NA,NA,NA
"87","MOOS_storm6c_08_03_NO3_FI",NA,NA,NA
"88","MOOS_storm7a_08_13_NO3_FI",-0.082,-0.1851,-0.03
"89","MOOS_storm7b_08_14_NO3_FI",-0.0781,-0.8399,0.6755
"90","MOOS_storm7c_08_15_NO3_FI",-0.0774,-0.1174,-0.0383
"91","MOOS_storm8_09_21_NO3_FI",-0.2406,-0.2541,-0.2067
"92","MOOS_storm9_10_02_NO3_FI",-0.0554,-0.0632,-0.0333
"93","MOOS_storm1_06_01_fDOM_FI",-0.4491,-0.4495,-0.4487
"94","MOOS_storm3_07_12_fDOM_FI",NA,NA,NA
"95","MOOS_storm4_07_25_fDOM_FI",NA,NA,NA
"96","MOOS_storm5_07_29_fDOM_FI",NA,NA,NA
"97","MOOS_storm6a_08_01_fDOM_FI",0.0539,0.0439,0.0648
"98","MOOS_storm6b_08_02_fDOM_FI",NA,NA,NA
"99","MOOS_storm6c_08_03_fDOM_FI",-0.0588,-0.0595,-0.0581
"100","MOOS_storm7a_08_13_fDOM_FI",-0.8583,-0.8593,-0.8573
"101","MOOS_storm7b_08_14_fDOM_FI",0.0618,0.0543,0.0702
"102","MOOS_storm7c_08_15_fDOM_FI",-0.7649,-0.7662,-0.7635
"103","MOOS_storm8_09_21_fDOM_FI",NA,NA,NA
"104","MOOS_storm9_10_02_fDOM_FI",NA,NA,NA
"105","MOOS_storm1_06_01_SPC_FI",-0.7639,-0.7646,-0.7634
"106","MOOS_storm3_07_12_SPC_FI",NA,NA,NA
"107","MOOS_storm4_07_25_SPC_FI",NA,NA,NA
"108","MOOS_storm5_07_29_SPC_FI",NA,NA,NA
"109","MOOS_storm6a_08_01_SPC_FI",-0.0949,-0.0998,-0.0925
"110","MOOS_storm6b_08_02_SPC_FI",NA,NA,NA
"111","MOOS_storm6c_08_03_SPC_FI",-0.7372,-0.739,-0.7354
"112","MOOS_storm7a_08_13_SPC_FI",0.72,0.7177,0.7222
"113","MOOS_storm7b_08_14_SPC_FI",0.7745,0.7636,0.7818
"114","MOOS_storm7c_08_15_SPC_FI",-0.5023,-0.5034,-0.5018
"115","MOOS_storm8_09_21_SPC_FI",NA,NA,NA
"116","MOOS_storm9_10_02_SPC_FI",NA,NA,NA
"117","MOOS_storm1_06_01_turb_FI",0.5863,0.5671,0.6209
"118","MOOS_storm3_07_12_turb_FI",NA,NA,NA
"119","MOOS_storm4_07_25_turb_FI",NA,NA,NA
"120","MOOS_storm5_07_29_turb_FI",NA,NA,NA
"121","MOOS_storm6a_08_01_turb_FI",0.6838,0.6778,0.6898
"122","MOOS_storm6b_08_02_turb_FI",NA,NA,NA
"123","MOOS_storm6c_08_03_turb_FI",0.0286,0.0106,0.0392
"124","MOOS_storm7a_08_13_turb_FI",0.3207,0.3034,0.3418
"125","MOOS_storm7b_08_14_turb_FI",-0.0019,-0.016,0.0204
"126","MOOS_storm7c_08_15_turb_FI",0.0636,0.0562,0.0728
"127","MOOS_storm8_09_21_turb_FI",NA,NA,NA
"128","MOOS_storm9_10_02_turb_FI",NA,NA,NA
"129","POKE_storm1_06_30_NO3_FI",0.0247,0.0117,0.0373
"130","POKE_storm2_07_12_NO3_FI",0.5257,0.5153,0.5381
"131","POKE_storm3_07_26_NO3_FI",0.5565,NA,NA
"132","POKE_storm4_07_31_NO3_FI",0.6091,NA,NA
"133","POKE_storm5a_08_02_NO3_FI",0.3571,NA,NA
"134","POKE_storm5b_08_03_NO3_FI",0.1879,NA,NA
"135","POKE_storm5c_08_05_NO3_FI",NA,NA,NA
"136","POKE_storm5d_08_10_NO3_FI",0.0632,NA,NA
"137","POKE_storm6a_08_12_NO3_FI",NA,NA,NA
"138","POKE_storm6b_08_13_NO3_FI",NA,NA,NA
"139","POKE_storm7_08_15_NO3_FI",NA,NA,NA
"140","POKE_storm8_09_29_NO3_FI",-0.5453,-0.5642,-0.5287
"141","POKE_storm9_10_04_NO3_FI",NA,NA,NA
"142","POKE_storm1_06_30_fDOM_FI",-0.8269,-0.8288,-0.8249
"143","POKE_storm2_07_12_fDOM_FI",-0.0513,-0.0552,-0.0474
"144","POKE_storm3_07_26_fDOM_FI",-0.0409,-0.0433,-0.0383
"145","POKE_storm4_07_31_fDOM_FI",0.223,0.208,0.2359
"146","POKE_storm5a_08_02_fDOM_FI",0.1154,0.1071,0.1183
"147","POKE_storm5b_08_03_fDOM_FI",0.1624,0.1595,0.1673
"148","POKE_storm5c_08_05_fDOM_FI",-0.3269,-0.3529,-0.3104
"149","POKE_storm5d_08_10_fDOM_FI",-0.5448,-0.55,-0.54
"150","POKE_storm6a_08_12_fDOM_FI",0.7164,0.7109,0.7185
"151","POKE_storm6a_08_12_fDOM_FI",NA,NA,NA
"152","POKE_storm7_08_15_fDOM_FI",0.2852,0.2798,0.2895
"153","POKE_storm8_09_29_fDOM_FI",0.6966,0.6946,0.6984
"154","POKE_storm9_10_04_fDOM_FI",NA,NA,NA
"155","POKE_storm1_06_30_SPC_FI",-0.3438,-0.348,-0.3409
"156","POKE_storm2_07_12_SPC_FI",-0.3949,-0.3994,-0.3921
"157","POKE_storm3_07_26_SPC_FI",-0.5021,-0.5032,-0.5007
"158","POKE_storm4_07_31_SPC_FI",-0.2144,-0.2292,-0.1992
"159","POKE_storm5a_08_02_SPC_FI",-0.6496,-0.6513,-0.648
"160","POKE_storm5b_08_03_SPC_FI",-0.7706,-0.7732,-0.7649
"161","POKE_storm5c_08_05_SPC_FI",0.5739,0.5652,0.5826
"162","POKE_storm5d_08_10_SPC_FI",-0.1714,-0.1948,-0.1532
"163","POKE_storm6a_08_12_SPC_FI",-0.9877,-0.9902,-0.9836
"164","POKE_storm6a_08_12_SPC_FI",NA,NA,NA
"165","POKE_storm7_08_15_SPC_FI",-0.4117,-0.4155,-0.4078
"166","POKE_storm8_09_29_SPC_FI",-0.1198,-0.1364,-0.1074
"167","POKE_storm9_10_04_SPC_FI",NA,NA,NA
"168","POKE_storm1_06_30_turb_FI",0.1514,0.1398,0.1668
"169","POKE_storm2_07_12_turb_FI",0.2781,0.2716,0.2837
"170","POKE_storm3_07_26_turb_FI",0.4662,0.4432,0.4963
"171","POKE_storm4_07_31_turb_FI",0.6796,0.6631,0.6937
"172","POKE_storm5a_08_02_turb_FI",0.3941,0.3622,0.4336
"173","POKE_storm5b_08_03_turb_FI",0.0219,-0.1173,0.0748
"174","POKE_storm5c_08_05_turb_FI",0.0423,0.0341,0.0504
"175","POKE_storm5d_08_10_turb_FI",-0.0356,-0.0426,-0.029
"176","POKE_storm6a_08_12_turb_FI",0.289,0.2502,0.3651
"177","POKE_storm6a_08_12_turb_FI",NA,NA,NA
"178","POKE_storm7_08_15_turb_FI",0.0464,0.0412,0.0489
"179","POKE_storm8_09_29_turb_FI",0.3089,0.3022,0.3155
"180","POKE_storm9_10_04_turb_FI",NA,NA,NA
"181","STRT_storm1_05_31_NO3_FI",1e-04,-0.004,0.0041
"182","STRT_storm2_07_12_NO3_FI",0.5575,0.5495,0.5642
"183","STRT_storm3a_07_25_NO3_FI",NA,NA,NA
"184","STRT_storm3b_08_05_NO3_FI",NA,NA,NA
"185","STRT_storm3c_08_12_NO3_FI",-0.7095,-0.7192,-0.7014
"186","STRT_storm4_08_15_NO3_FI",NA,NA,NA
"187","STRT_storm5_08_20_NO3_FI",NA,NA,NA
"188","STRT_storm6_09_20_NO3_FI",-0.2574,-0.2783,-0.2405
"189","STRT_storm7_10_01_NO3_FI",-0.6144,-0.6287,-0.6013
"190","STRT_storm7b_10_04_NO3_FI",0.2041,0.1812,0.23
"191","STRT_storm7c_10_09_NO3_FI",-0.4479,-0.4732,-0.4291
"192","STRT_storm1_05_31_fDOM_FI",NA,NA,NA
"193","STRT_storm2_07_12_fDOM_FI",0.7488,0.7471,0.7504
"194","STRT_storm3a_07_25_fDOM_FI",0.5348,0.5339,0.5362
"195","STRT_storm3b_08_05_fDOM_FI",0.0395,0.0391,0.04
"196","STRT_storm3c_08_12_fDOM_FI",0.5356,0.5347,0.5365
"197","STRT_storm4_08_15_fDOM_FI",-0.068,-0.0688,-0.0671
"198","STRT_storm5_08_20_fDOM_FI",0.1364,0.1185,0.1526
"199","STRT_storm6_09_20_fDOM_FI",NA,NA,NA
"200","STRT_storm7_10_01_fDOM_FI",NA,NA,NA
"201","STRT_storm7b_10_04_fDOM_FI",-0.0854,-0.0866,-0.0843
"202","STRT_storm7c_10_09_fDOM_FI",NA,NA,NA
"203","STRT_storm1_05_31_SPC_FI",NA,NA,NA
"204","STRT_storm2_07_12_SPC_FI",-0.7747,-0.7773,-0.7721
"205","STRT_storm3a_07_25_SPC_FI",-0.8629,-0.8637,-0.8625
"206","STRT_storm3b_08_05_SPC_FI",-0.2678,-0.2682,-0.2674
"207","STRT_storm3c_08_12_SPC_FI",-0.8629,-0.8641,-0.8623
"208","STRT_storm4_08_15_SPC_FI",-0.9804,-0.9814,-0.9797
"209","STRT_storm5_08_20_SPC_FI",0.7818,0.7515,0.7939
"210","STRT_storm6_09_20_SPC_FI",NA,NA,NA
"211","STRT_storm7_10_01_SPC_FI",NA,NA,NA
"212","STRT_storm7b_10_04_SPC_FI",-0.1061,-0.1132,-0.1014
"213","STRT_storm7c_10_09_SPC_FI",NA,NA,NA
"214","STRT_storm1_05_31_turb_FI",NA,NA,NA
"215","STRT_storm2_07_12_turb_FI",0.2928,0.2682,0.3543
"216","STRT_storm3a_07_25_turb_FI",0.22,0.2016,0.2498
"217","STRT_storm3b_08_05_turb_FI",0.088,0.0809,0.0934
"218","STRT_storm3c_08_12_turb_FI",0.0757,0.0717,0.0807
"219","STRT_storm4_08_15_turb_FI",0.0439,0.0348,0.0692
"220","STRT_storm5_08_20_turb_FI",0.7818,0.7515,0.7939
"221","STRT_storm6_09_20_turb_FI",NA,NA,NA
"222","STRT_storm7_10_01_turb_FI",NA,NA,NA
"223","STRT_storm7b_10_04_turb_FI",0.2133,0.1775,0.2478
"224","STRT_storm7c_10_09_turb_FI",NA,NA,NA
"225","VAUL_storm1_07_13_NO3_FI",-0.0038,-0.0041,-0.0033
"226","VAUL_storm2_07_26_NO3_FI",0.0159,-0.0104,0.0475
"227","VAUL_storm3_07_29_NO3_FI",-0.5406,-0.591,-0.5038
"228","VAUL_storm4a_08_02_NO3_FI",0.2244,0.0162,0.4229
"229","VAUL_storm4b_08_03_NO3_FI",0.1837,0.0928,0.3122
"230","VAUL_storm4c_08_05_NO3_FI",-0.0586,-0.0666,-0.0506
"231","VAUL_storm5_08_12_NO3_FI",-0.0101,-0.0105,-0.0095
"232","VAUL_storm6_08_15_NO3_FI",0.0117,0.0091,0.0147
"233","VAUL_storm7_09_19_NO3_FI",-0.1917,-0.291,-0.0642
"234","VAUL_storm8a_09_29_NO3_FI",-0.5261,-0.5492,-0.5063
"235","VAUL_storm8b_10_01_NO3_FI",NA,NA,NA
"236","VAUL_storm8c_10_04_NO3_FI",NA,NA,NA
"237","VAUL_storm1_07_13_fDOM_FI",-0.1027,-0.1039,-0.1015
"238","VAUL_storm2_07_26_fDOM_FI",0.0461,0.0386,0.0518
"239","VAUL_storm3_07_29_fDOM_FI",-0.1375,-0.1507,-0.1283
"240","VAUL_storm4a_08_02_fDOM_FI",-0.9886,-0.9898,-0.9857
"241","VAUL_storm4b_08_03_fDOM_FI",-0.2181,-0.2188,-0.2163
"242","VAUL_storm4c_08_05_fDOM_FI",-0.0299,-0.032,-0.0282
"243","VAUL_storm5_08_12_fDOM_FI",NA,NA,NA
"244","VAUL_storm6_08_15_fDOM_FI",NA,NA,NA
"245","VAUL_storm7_09_19_fDOM_FI",NA,NA,NA
"246","VAUL_storm8a_09_29_NO3_FI",NA,NA,NA
"247","VAUL_storm8b_10_01_NO3_FI",NA,NA,NA
"248","VAUL_storm8c_10_04_NO3_FI",NA,NA,NA
"249","VAUL_storm1_07_13_SPC_FI",-0.1011,-0.1015,-0.1007
"250","VAUL_storm2_07_26_SPC_FI",-0.0797,-0.0803,-0.0792
"251","VAUL_storm3_07_29_SPC_FI",-0.8994,-0.9006,-0.8983
"252","VAUL_storm4a_08_02_SPC_FI",-0.9856,-0.9858,-0.9854
"253","VAUL_storm4b_08_03_SPC_FI",-0.6713,-0.6716,-0.6711
"254","VAUL_storm4c_08_05_SPC_FI",0.0401,0.0397,0.0404
"255","VAUL_storm5_08_12_SPC_FI",NA,NA,NA
"256","VAUL_storm6_08_15_SPC_FI",NA,NA,NA
"257","VAUL_storm7_09_19_SPC_FI",NA,NA,NA
"258","VAUL_storm8a_09_29_NO3_FI",NA,NA,NA
"259","VAUL_storm8b_10_01_NO3_FI",NA,NA,NA
"260","VAUL_storm8c_10_04_NO3_FI",NA,NA,NA
"261","VAUL_storm1_07_13_turb_FI",0.0271,0.0266,0.0276
"262","VAUL_storm2_07_26_turb_FI",0.162,0.1513,0.1681
"263","VAUL_storm3_07_29_turb_FI",-0.0173,-0.0275,-0.0045
"264","VAUL_storm4a_08_02_turb_FI",0.8413,0.8149,0.8825
"265","VAUL_storm4b_08_03_turb_FI",0.2875,0.2407,0.3272
"266","VAUL_storm4c_08_05_turb_FI",0.0687,0.0552,0.0885
"267","VAUL_storm5_08_12_turb_FI",NA,NA,NA
"268","VAUL_storm6_08_15_turb_FI",NA,NA,NA
"269","VAUL_storm7_09_19_turb_FI",NA,NA,NA
"270","VAUL_storm8a_09_29_NO3_FI",NA,NA,NA
"271","VAUL_storm8b_10_01_NO3_FI",NA,NA,NA
"272","VAUL_storm8c_10_04_NO3_FI",NA,NA,NA
"273","CARI_storm1_05_08_NO3_FI",NA,NA,NA
"274","CARI_storm2_06_30_NO3_FI",NA,NA,NA
"275","CARI_storm3_07_12_NO3_FI",NA,NA,NA
"276","CARI_storm4_07_26_NO3_FI",NA,NA,NA
"277","CARI_storm5_07_31_NO3_FI",NA,NA,NA
"278","CARI_storm6a_08_02_NO3_FI",0.5667,NA,NA
"279","CARI_storm6b_08_03_NO3_FI",NA,NA,NA
"280","CARI_storm6c_08_05_NO3_FI",NA,NA,NA
"281","CARI_storm6d_08_10_NO3_FI",NA,NA,NA
"282","CARI_storm7a_08_13_NO3_FI",NA,NA,NA
"283","CARI_storm7b_08_13_NO3_FI",NA,NA,NA
"284","CARI_storm8_08_16_NO3_FI",NA,NA,NA
"285","CARI_storm1_05_08_fDOM_FI",0.6941,NA,NA
"286","CARI_storm2_06_30_fDOM_FI",0.9928,NA,NA
"287","CARI_storm3_07_12_fDOM_FI",0.7208,NA,NA
"288","CARI_storm4_07_26_fDOM_FI",0.3585,NA,NA
"289","CARI_storm5_07_31_fDOM_FI",0.3673,NA,NA
"290","CARI_storm6a_08_02_fDOM_FI",0.5861,NA,NA
"291","CARI_storm6b_08_03_fDOM_FI",0.1429,NA,NA
"292","CARI_storm6c_08_05_fDOM_FI",0.0904,NA,NA
"293","CARI_storm6d_08_10_fDOM_FI",0.4508,NA,NA
"294","CARI_storm7a_08_13_fDOM_FI",0.9654,NA,NA
"295","CARI_storm7b_08_13_fDOM_FI",0.0437,NA,NA
"296","CARI_storm8_08_16_fDOM_FI",0.9021,NA,NA
"297","CARI_storm1_05_08_SPC_FI",NA,NA,NA
"298","CARI_storm2_06_30_SPC_FI",NA,NA,NA
"299","CARI_storm3_07_12_SPC_FI",NA,NA,NA
"300","CARI_storm4_07_26_SPC_FI",NA,NA,NA
"301","CARI_storm5_07_31_SPC_FI",NA,NA,NA
"302","CARI_storm6a_08_02_SPC_FI",NA,NA,NA
"303","CARI_storm6b_08_03_SPC_FI",NA,NA,NA
"304","CARI_storm6c_08_05_SPC_FI",NA,NA,NA
"305","CARI_storm6d_08_10_SPC_FI",NA,NA,NA
"306","CARI_storm7a_08_13_SPC_FI",NA,NA,NA
"307","CARI_storm7b_08_13_SPC_FI",NA,NA,NA
"308","CARI_storm8_08_16_SPC_FI",NA,NA,NA
"309","CARI_storm1_05_08_turb_FI",0.4283,NA,NA
"310","CARI_storm2_06_30_turb_FI",NA,NA,NA
"311","CARI_storm3_07_12_turb_FI",0.1742,NA,NA
"312","CARI_storm4_07_26_turb_FI",NA,NA,NA
"313","CARI_storm5_07_31_turb_FI",636363636363636,NA,NA
"314","CARI_storm6a_08_02_turb_FI",0.0815,NA,NA
"315","CARI_storm6b_08_03_turb_FI",NA,NA,NA
"316","CARI_storm6c_08_05_turb_FI",0.1643,NA,NA
"317","CARI_storm6d_08_10_turb_FI",0.4973,NA,NA
"318","CARI_storm7a_08_13_turb_FI",0.2037,NA,NA
"319","CARI_storm7b_08_13_turb_FI",0.4237,NA,NA
"320","CARI_storm8_08_16_turb_FI",0.0445,NA,NA
