"","site.ID","datetimeAK","Q","day","fDOM","SPC","Turb","NO3","DateTime","MeanDischarge","nitrateuM","fDOM.QSU.mn","SpCond.uScm.mn","Turbidity.FNU.mn"
"1","VAUL",2019-09-19 10:30:00,87.8938043096456,2019-09-19,223.4,420,8.26,15.060388775087,2019-09-19 10:30:00,87.8938043096456,15.060388775087,223.4,420,8.26
"2","VAUL",2019-09-19 10:45:00,88.2951458818358,2019-09-19,224.1,419.9,8.03,15.0721632853157,2019-09-19 10:45:00,88.2951458818358,15.0721632853157,224.1,419.9,8.03
"3","VAUL",2019-09-19 11:00:00,88.696487454026,2019-09-19,224.7,419.9,7.72,15.0545015199726,2019-09-19 11:00:00,88.696487454026,15.0545015199726,224.7,419.9,7.72
"4","VAUL",2019-09-19 11:15:00,88.696487454026,2019-09-19,225,419.5,7.37,14.999750047409,2019-09-19 11:15:00,88.696487454026,14.999750047409,225,419.5,7.37
"5","VAUL",2019-09-19 11:30:00,89.0978290262161,2019-09-19,225.5,419.3,7.1,15.0680422067357,2019-09-19 11:30:00,89.0978290262161,15.0680422067357,225.5,419.3,7.1
"6","VAUL",2019-09-19 11:45:00,88.696487454026,2019-09-19,226.1,419.1,6.93,15.0450819117897,2019-09-19 11:45:00,88.696487454026,15.0450819117897,226.1,419.1,6.93
"7","VAUL",2019-09-19 12:00:00,88.8971582401211,2019-09-19,226.8,418.8,6.71,15.0262426954237,2019-09-19 12:00:00,88.8971582401211,15.0262426954237,226.8,418.8,6.71
"8","VAUL",2019-09-19 12:15:00,88.696487454026,2019-09-19,NA,NA,NA,15.0386059311638,2019-09-19 12:15:00,88.696487454026,15.0386059311638,NA,NA,NA
"9","VAUL",2019-09-19 12:30:00,89.2984998123112,2019-09-19,NA,NA,NA,15.0274201464466,2019-09-19 12:30:00,89.2984998123112,15.0274201464466,NA,NA,NA
"10","VAUL",2019-09-19 12:45:00,89.2984998123112,2019-09-19,227.8,418.3,6.274,15.0309524995152,2019-09-19 12:45:00,89.2984998123112,15.0309524995152,227.8,418.3,6.274
"11","VAUL",2019-09-19 13:00:00,89.2984998123112,2019-09-19,228.2,418,6.294,15.0768730894072,2019-09-19 13:00:00,89.2984998123112,15.0768730894072,228.2,418,6.294
"12","VAUL",2019-09-19 13:15:00,89.4991705984063,2019-09-19,228.5,417.7,6.218,15.0391946566753,2019-09-19 13:15:00,89.4991705984063,15.0391946566753,228.5,417.7,6.218
"13","VAUL",2019-09-19 13:30:00,89.2984998123112,2019-09-19,228.6,417.3,6.142,14.9938627922947,2019-09-19 13:30:00,89.2984998123112,14.9938627922947,228.6,417.3,6.142
"14","VAUL",2019-09-19 13:45:00,89.2984998123112,2019-09-19,228.7,416.8,6.252,15.0545015199726,2019-09-19 13:45:00,89.2984998123112,15.0545015199726,228.7,416.8,6.252
"15","VAUL",2019-09-19 14:00:00,89.4991705984063,2019-09-19,228.6,416.3,6.554,15.0150569107064,2019-09-19 14:00:00,89.4991705984063,15.0150569107064,228.6,416.3,6.554
"16","VAUL",2019-09-19 14:15:00,89.6998413845014,2019-09-19,228.1,415.9,7.069,15.1116078945819,2019-09-19 14:15:00,89.6998413845014,15.1116078945819,228.1,415.9,7.069
"17","VAUL",2019-09-19 14:30:00,89.9005121705965,2019-09-19,227.5,415.4,7.825,15.1010108353761,2019-09-19 14:30:00,89.9005121705965,15.1010108353761,227.5,415.4,7.825
"18","VAUL",2019-09-19 14:45:00,90.1011829566915,2019-09-19,227,414.8,8.26,15.0727520108271,2019-09-19 14:45:00,90.1011829566915,15.0727520108271,227,414.8,8.26
"19","VAUL",2019-09-19 15:00:00,89.6998413845014,2019-09-19,226.9,414.2,8.28,15.0656873046899,2019-09-19 15:00:00,89.6998413845014,15.0656873046899,226.9,414.2,8.28
"20","VAUL",2019-09-19 15:15:00,89.6998413845014,2019-09-19,227.3,413.6,8.32,15.0026936749662,2019-09-19 15:15:00,89.6998413845014,15.0026936749662,227.3,413.6,8.32
"21","VAUL",2019-09-19 15:30:00,90.1011829566915,2019-09-19,228,413.1,7.935,14.9367564176853,2019-09-19 15:30:00,90.1011829566915,14.9367564176853,228,413.1,7.935
"22","VAUL",2019-09-19 15:45:00,90.5025245288817,2019-09-19,228.7,412.5,7.524,14.9703137718372,2019-09-19 15:45:00,90.5025245288817,14.9703137718372,228.7,412.5,7.524
"23","VAUL",2019-09-19 16:00:00,90.5025245288817,2019-09-19,229.2,412,7.242,14.912029946205,2019-09-19 16:00:00,90.5025245288817,14.912029946205,229.2,412,7.242
